"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_again.csv",,,,"Date:","17 Oct 2019 12:50:09 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
17-10 14:04:53,0.062,0.125,99.812,0,0,696619008,65109823488,191037440,1239293952,0,24576,0,4,605,606,0,0,0,126,168,0,3221221376,10,9,0,0,0
17-10 14:04:54,0,0.063,99.937,0,0,696619008,65109823488,191037440,1239293952,0,0,0,0,418,852,0,1,0,90,153,0,3221221376,10,9,0,0,0
17-10 14:04:55,0,0.063,99.937,0,0,696619008,65109823488,191037440,1239293952,0,0,0,0,185,614,0,0,0,97,181,0,3221221376,10,9,0,0,0
17-10 14:04:56,0.062,0.125,99.813,0,0,696619008,65109823488,191037440,1239293952,0,0,0,0,186,708,0,0,0,95,173,0,3221221376,10,9,0,0,0
17-10 14:04:57,0,0.063,99.937,0,0,696614912,65109823488,191037440,1239298048,0,0,0,0,663,1934,0,1,0,86,143,0,3221221376,10,9,0,0,0
17-10 14:04:58,0.062,0.062,99.875,0,0,696614912,65109823488,191037440,1239298048,0,0,0,0,306,614,0,0,0,84,145,0,3221221376,10,9,0,0,0
17-10 14:04:59,0,0.125,99.875,0,0,696614912,65109823488,191037440,1239298048,0,106496,0,10,545,606,0,0,0,118,199,0,3221221376,10,9,0,0,0
17-10 14:05:00,0,0.062,99.938,0,0,696614912,65109823488,191037440,1239298048,0,0,0,0,606,622,0,0,0,87,141,0,3221221376,10,9,0,0,0
17-10 14:05:01,0.063,0.125,99.750,0.063,0,697028608,65109409792,191037440,1239298048,0,106496,0,8,477,896,0,1,0,165,257,0,3221221376,10,9,0,0,0
17-10 14:05:02,0.062,0.062,99.875,0,0,696774656,65109663744,191037440,1239298048,0,0,0,0,246,630,0,0,0,121,167,0,3221221376,10,9,0,0,0
17-10 14:05:03,0,0.125,99.875,0,0,696774656,65109663744,191037440,1239298048,0,0,0,0,1163,606,0,0,0,122,204,0,3221221376,10,9,0,0,0
17-10 14:05:04,0,0.063,99.937,0,0,696774656,65109663744,191037440,1239298048,0,8192,0,2,478,836,0,1,0,100,160,0,3221221376,10,9,0,0,0
17-10 14:05:05,0.062,0.125,99.813,0,0,696774656,65109663744,191037440,1239298048,0,0,0,0,425,630,0,0,0,84,143,0,3221221376,10,9,0,0,0
17-10 14:05:06,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,426,606,0,0,0,97,178,0,3221221376,10,9,0,0,0
17-10 14:05:07,0.062,0.125,99.813,0,0,696758272,65109680128,191037440,1239298048,0,90112,0,4,657,836,0,1,0,116,194,0,3221221376,10,9,0,0,0
17-10 14:05:08,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,761,630,0,0,0,93,161,0,3221221376,10,9,0,0,0
17-10 14:05:09,0.062,0.125,99.813,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,939,606,0,0,0,96,154,0,3221221376,10,9,0,0,0
17-10 14:05:10,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,580,606,0,0,0,88,153,0,3221221376,10,9,0,0,0
17-10 14:05:11,0.062,0.062,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,417,836,0,1,0,117,207,0,3221221376,10,9,0,0,0
17-10 14:05:12,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,486,614,0,0,0,87,148,0,3221221376,10,9,0,0,0
17-10 14:05:13,0,0.125,99.813,0.062,0,696758272,65109680128,191037440,1239298048,0,24576,0,4,425,606,0,0,0,98,159,0,3221221376,10,9,0,0,0
17-10 14:05:14,0.062,0.062,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,813,852,0,1,0,98,166,0,3221221376,10,9,0,0,0
17-10 14:05:15,0,0.125,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,305,614,0,0,0,99,179,0,3221221376,10,9,0,0,0
17-10 14:05:16,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,426,606,0,0,0,97,165,0,3221221376,10,9,0,0,0
17-10 14:05:17,0.062,0.062,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,537,836,0,1,0,84,149,0,3221221376,10,9,0,0,0
17-10 14:05:18,0,0.125,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,306,614,0,0,0,84,147,0,3221221376,10,9,0,0,0
17-10 14:05:19,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,139264,0,24,940,606,0,0,0,127,195,0,3221221376,10,9,0,0,0
17-10 14:05:20,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,1310,622,0,0,0,107,163,0,3221221376,10,9,0,0,0
17-10 14:05:21,0,0.125,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,597,836,0,1,0,100,202,0,3221221376,10,9,0,0,0
17-10 14:05:22,0.062,0.062,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,366,614,0,0,0,83,145,0,3221221376,10,9,0,0,0
17-10 14:05:23,0,0.125,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,545,606,0,0,0,109,188,0,3221221376,10,9,0,0,0
17-10 14:05:24,0.062,0.062,99.875,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,813,938,0,1,0,100,173,0,3221221376,10,9,0,0,0
17-10 14:05:25,0,0.062,99.875,0.062,0,696758272,65109680128,191037440,1239298048,0,32768,0,4,431,1712,0,0,0,94,157,0,3221221376,10,9,0,0,0
17-10 14:05:26,0,0.063,99.937,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,186,622,0,0,0,102,177,0,3221221376,10,9,0,0,0
17-10 14:05:27,0.062,0.125,99.813,0,0,696758272,65109680128,191037440,1239298048,0,0,0,0,477,836,0,1,0,103,183,0,3221221376,10,9,0,0,0
17-10 14:05:28,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,366,674,0,0,0,81,137,0,3221221376,10,9,0,0,0
17-10 14:05:29,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,32768,0,4,365,606,0,0,0,89,151,0,3221221376,10,9,0,0,0
17-10 14:05:30,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,246,622,0,0,0,91,149,0,3221221376,10,9,0,0,0
17-10 14:05:31,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,73728,0,6,417,836,0,1,0,125,221,0,3221221376,10,9,0,0,0
17-10 14:05:32,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,246,630,0,0,0,82,143,0,3221221376,10,9,0,0,0
17-10 14:05:33,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,1103,606,0,0,0,106,172,0,3221221376,10,9,0,0,0
17-10 14:05:34,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,385024,0,84,933,836,0,1,0,136,165,0,3221221376,10,9,0,0,0
17-10 14:05:35,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,305,630,0,0,0,108,189,0,3221221376,10,9,0,0,0
17-10 14:05:36,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,426,606,0,0,0,103,172,0,3221221376,10,9,0,0,0
17-10 14:05:37,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,24576,0,4,932,836,0,1,0,105,167,0,3221221376,10,9,0,0,0
17-10 14:05:38,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,366,630,0,0,0,83,147,0,3221221376,10,9,0,0,0
17-10 14:05:39,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,8192,0,2,365,606,0,0,0,102,181,0,3221221376,10,9,0,0,0
17-10 14:05:40,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,306,622,0,0,0,89,145,0,3221221376,10,9,0,0,0
17-10 14:05:41,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,537,836,0,1,0,100,178,0,3221221376,10,9,0,0,0
17-10 14:05:42,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,546,614,0,0,0,88,147,0,3221221376,10,9,0,0,0
17-10 14:05:43,0,0.062,99.875,0.062,0,696754176,65109680128,191037440,1239302144,0,24576,0,4,485,606,0,0,0,116,195,0,3221221376,10,9,0,0,0
17-10 14:05:44,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,478,852,0,1,0,89,151,0,3221221376,10,9,0,0,0
17-10 14:05:45,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,880,614,0,0,0,94,155,0,3221221376,10,9,0,0,0
17-10 14:05:46,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,366,606,0,0,0,98,171,0,3221221376,10,9,0,0,0
17-10 14:05:47,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,477,836,0,1,0,102,181,0,3221221376,10,9,0,0,0
17-10 14:05:48,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,546,614,0,0,0,88,143,0,3221221376,10,9,0,0,0
17-10 14:05:49,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,24576,0,4,545,606,0,0,0,92,155,0,3221221376,10,9,0,0,0
17-10 14:05:50,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,426,622,0,0,0,82,141,0,3221221376,10,9,0,0,0
17-10 14:05:51,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,1051,836,0,1,0,127,215,0,3221221376,10,9,0,0,0
17-10 14:05:52,0,0.062,99.938,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,520,716,0,0,0,90,155,0,3221221376,10,9,0,0,0
17-10 14:05:53,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,1316,1894,0,0,0,106,170,0,3221221376,10,9,0,0,0
17-10 14:05:54,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,1026,836,0,1,0,101,165,0,3221221376,10,9,0,0,0
17-10 14:05:55,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,65536,0,14,365,614,0,0,0,115,191,0,3221221376,10,9,0,0,0
17-10 14:05:56,0.062,0.062,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,186,748,0,0,0,101,169,0,3221221376,10,9,0,0,0
17-10 14:05:57,0,0.063,99.937,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,777,836,0,1,0,91,153,0,3221221376,10,9,0,0,0
17-10 14:05:58,0,0.125,99.875,0,0,696754176,65109680128,191037440,1239302144,0,0,0,0,306,614,0,0,0,82,145,0,3221221376,10,9,0,0,0
17-10 14:05:59,0.062,0.062,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,545,606,0,0,0,103,181,0,3221221376,10,9,0,0,0
17-10 14:06:00,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,16384,0,4,186,606,0,0,0,88,140,0,3221221376,10,9,0,0,0
17-10 14:06:01,0.062,0.062,99.812,0.062,0,696750080,65109680128,191037440,1239306240,0,73728,0,6,717,852,0,1,0,115,189,0,3221221376,10,9,0,0,0
17-10 14:06:02,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,228,696,0,0,0,84,147,0,3221221376,10,9,0,0,0
17-10 14:06:03,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,708,606,0,0,0,113,195,0,3221221376,10,9,0,0,0
17-10 14:06:04,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,538,836,0,1,0,91,151,0,3221221376,10,9,0,0,0
17-10 14:06:05,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,425,614,0,0,0,85,147,0,3221221376,10,9,0,0,0
17-10 14:06:06,0.062,0.125,99.813,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,366,606,0,0,0,95,174,0,3221221376,10,9,0,0,0
17-10 14:06:07,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,24576,0,4,812,836,0,1,0,119,203,0,3221221376,10,9,0,0,0
17-10 14:06:08,0.062,0.062,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,306,630,0,0,0,84,145,0,3221221376,10,9,0,0,0
17-10 14:06:09,0,0.062,99.938,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,605,666,0,0,0,87,143,0,3221221376,10,9,0,0,0
17-10 14:06:10,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,8192,0,2,246,606,0,0,0,86,147,0,3221221376,10,9,0,0,0
17-10 14:06:11,0.062,0.125,99.813,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,417,852,0,1,0,120,219,0,3221221376,10,9,0,0,0
17-10 14:06:12,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,641,614,0,0,0,107,173,0,3221221376,10,9,0,0,0
17-10 14:06:13,0.062,0.062,99.812,0.062,0,696750080,65109680128,191037440,1239306240,0,24576,0,4,639,606,0,0,0,105,172,0,3221221376,10,9,0,0,0
17-10 14:06:14,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,872,852,0,1,0,96,159,0,3221221376,10,9,0,0,0
17-10 14:06:15,0.062,0.062,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,425,614,0,0,0,102,181,0,3221221376,10,9,0,0,0
17-10 14:06:16,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,666,606,0,0,0,110,179,0,3221221376,10,9,0,0,0
17-10 14:06:17,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,717,836,0,1,0,89,147,0,3221221376,10,9,0,0,0
17-10 14:06:18,0.062,0.062,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,1001,614,0,0,0,99,160,0,3221221376,10,9,0,0,0
17-10 14:06:19,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,24576,0,4,665,606,0,0,0,118,189,0,3221221376,10,9,0,0,0
17-10 14:06:20,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,426,724,0,0,0,88,149,0,3221221376,10,9,0,0,0
17-10 14:06:21,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,561,1934,0,1,0,108,191,0,3221221376,10,9,0,0,0
17-10 14:06:22,0.062,0.125,99.813,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,246,614,0,0,0,76,135,0,3221221376,10,9,0,0,0
17-10 14:06:23,0,0.125,99.875,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,760,606,0,0,0,115,192,0,3221221376,10,9,0,0,0
17-10 14:06:24,0,0.063,99.937,0,0,696750080,65109680128,191037440,1239306240,0,0,0,0,1302,836,0,1,0,108,175,0,3221221376,10,9,0,0,0
17-10 14:06:25,0.063,0.063,99.875,0,0,696750080,65109680128,191037440,1239306240,0,24576,0,4,1009,842,0,0,0,160,193,0,3221221376,10,9,0,0,0
17-10 14:06:26,0,0.125,99.875,0,0,696496128,65109934080,191037440,1239306240,0,0,0,0,306,622,0,0,0,111,193,0,3221221376,10,9,0,0,0
17-10 14:06:27,0.063,0.063,99.875,0,0,696496128,65109934080,191037440,1239306240,0,0,0,0,597,836,0,1,0,106,208,0,3221221376,10,9,0,0,0
17-10 14:06:28,0,0.125,99.875,0,0,696496128,65109934080,191037440,1239306240,0,0,0,0,1001,718,0,0,0,108,167,0,3221221376,10,9,0,0,0
17-10 14:06:29,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,605,606,0,0,0,87,150,0,3221221376,10,9,0,0,0
17-10 14:06:30,0,0.062,99.938,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,306,606,0,0,0,83,152,0,3221221376,10,9,0,0,0
17-10 14:06:31,0,0.063,99.875,0.063,0,696492032,65109934080,191037440,1239310336,0,147456,0,20,597,836,0,1,0,118,197,0,3221221376,10,9,0,0,0
17-10 14:06:32,0.062,0.125,99.813,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,606,630,0,0,0,103,167,0,3221221376,10,9,0,0,0
17-10 14:06:33,0,0.125,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,708,606,0,0,0,97,165,0,3221221376,10,9,0,0,0
17-10 14:06:34,0.125,0.062,99.813,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,478,836,0,1,0,96,187,0,3221221376,10,9,0,0,0
17-10 14:06:35,0.062,0.125,99.813,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,365,614,0,0,0,101,178,0,3221221376,10,9,0,0,0
17-10 14:06:36,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,32768,0,4,306,606,0,0,0,93,158,0,3221221376,10,9,0,0,0
17-10 14:06:37,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,605,622,0,0,0,88,151,0,3221221376,10,9,0,0,0
17-10 14:06:38,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,1328,836,0,1,0,104,163,0,3221221376,10,9,0,0,0
17-10 14:06:39,0.062,0.125,99.813,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,545,614,0,0,0,113,201,0,3221221376,10,9,0,0,0
17-10 14:06:40,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,641,606,0,0,0,91,151,0,3221221376,10,9,0,0,0
17-10 14:06:41,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,8192,0,2,597,836,0,1,0,95,153,0,3221221376,10,9,0,0,0
17-10 14:06:42,0.062,0.125,99.750,0.062,0,696492032,65109934080,191037440,1239310336,0,24576,0,4,486,630,0,0,0,97,157,0,3221221376,10,9,0,0,0
17-10 14:06:43,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,305,622,0,0,0,107,185,0,3221221376,10,9,0,0,0
17-10 14:06:44,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,598,836,0,1,0,104,175,0,3221221376,10,9,0,0,0
17-10 14:06:45,0,0.125,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,485,614,0,0,0,86,150,0,3221221376,10,9,0,0,0
17-10 14:06:46,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,726,606,0,0,0,91,149,0,3221221376,10,9,0,0,0
17-10 14:06:47,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,605,606,0,0,0,102,175,0,3221221376,10,9,0,0,0
17-10 14:06:48,0,0.125,99.875,0,0,696492032,65109934080,191037440,1239310336,0,24576,0,4,478,938,0,1,0,100,163,0,3221221376,10,9,0,0,0
17-10 14:06:49,0,0.125,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,784,1728,0,0,0,105,179,0,3221221376,10,9,0,0,0
17-10 14:06:50,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,426,606,0,0,0,84,145,0,3221221376,10,9,0,0,0
17-10 14:06:51,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,537,836,0,1,0,105,181,0,3221221376,10,9,0,0,0
17-10 14:06:52,0,0.125,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,426,614,0,0,0,86,145,0,3221221376,10,9,0,0,0
17-10 14:06:53,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,305,606,0,0,0,87,150,0,3221221376,10,9,0,0,0
17-10 14:06:54,0,0.125,99.875,0,0,696492032,65109934080,191037440,1239310336,0,24576,0,4,538,836,0,1,0,111,187,0,3221221376,10,9,0,0,0
17-10 14:06:55,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,819,630,0,0,0,107,181,0,3221221376,10,9,0,0,0
17-10 14:06:56,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,1309,606,0,0,0,104,169,0,3221221376,10,9,0,0,0
17-10 14:06:57,0,0.063,99.937,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,819,606,0,0,0,91,153,0,3221221376,10,9,0,0,0
17-10 14:06:58,0.062,0.125,99.813,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,812,836,0,1,0,94,155,0,3221221376,10,9,0,0,0
17-10 14:06:59,0.062,0.062,99.875,0,0,696492032,65109934080,191037440,1239310336,0,0,0,0,605,614,0,0,0,121,205,0,3221221376,10,9,0,0,0
17-10 14:07:00,0,0.062,99.875,0.062,0,696487936,65109934080,191037440,1239314432,0,65536,0,6,306,606,0,0,0,94,157,0,3221221376,10,9,0,0,0
17-10 14:07:01,0,0.125,99.875,0,0,696487936,65109934080,191037440,1239314432,0,40960,0,4,537,852,0,1,0,94,159,0,3221221376,10,9,0,0,0
17-10 14:07:02,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,126,630,0,0,0,87,147,0,3221221376,10,9,0,0,0
17-10 14:07:03,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,948,606,0,0,0,116,188,0,3221221376,10,9,0,0,0
17-10 14:07:04,0,0.125,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,538,836,0,1,0,102,183,0,3221221376,10,9,0,0,0
17-10 14:07:05,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,485,614,0,0,0,85,145,0,3221221376,10,9,0,0,0
17-10 14:07:06,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,32768,0,4,306,606,0,0,0,92,153,0,3221221376,10,9,0,0,0
17-10 14:07:07,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,32768,0,8,485,622,0,0,0,110,185,0,3221221376,10,9,0,0,0
17-10 14:07:08,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,598,852,0,1,0,91,150,0,3221221376,10,9,0,0,0
17-10 14:07:09,0,0.125,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,485,614,0,0,0,97,171,0,3221221376,10,9,0,0,0
17-10 14:07:10,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,306,606,0,0,0,82,145,0,3221221376,10,9,0,0,0
17-10 14:07:11,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,932,896,0,1,0,113,192,0,3221221376,10,9,0,0,0
17-10 14:07:12,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,32768,0,6,486,614,0,0,0,102,153,0,3221221376,10,9,0,0,0
17-10 14:07:13,0.062,0.125,99.813,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,305,622,0,0,0,91,153,0,3221221376,10,9,0,0,0
17-10 14:07:14,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,598,836,0,1,0,102,173,0,3221221376,10,9,0,0,0
17-10 14:07:15,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,545,614,0,0,0,104,177,0,3221221376,10,9,0,0,0
17-10 14:07:16,0,0.062,99.938,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,701,708,0,0,0,93,159,0,3221221376,10,9,0,0,0
17-10 14:07:17,0,0.125,99.812,0.062,0,696487936,65109934080,191037440,1239314432,0,24576,0,4,551,1704,0,0,0,94,160,0,3221221376,10,9,0,0,0
17-10 14:07:18,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,932,852,0,1,0,101,159,0,3221221376,10,9,0,0,0
17-10 14:07:19,0.062,0.062,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,759,614,0,0,0,117,208,0,3221221376,10,9,0,0,0
17-10 14:07:20,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,486,666,0,0,0,86,141,0,3221221376,10,9,0,0,0
17-10 14:07:21,0,0.063,99.937,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,777,836,0,1,0,90,151,0,3221221376,10,9,0,0,0
17-10 14:07:22,0,0.125,99.875,0,0,696487936,65109934080,191037440,1239314432,0,0,0,0,821,614,0,0,0,94,155,0,3221221376,10,9,0,0,0
17-10 14:07:23,0.062,0.125,99.813,0,0,696483840,65109934080,191041536,1239314432,0,24576,0,4,485,606,0,0,0,118,200,0,3221221376,10,9,0,0,0
17-10 14:07:24,0,0.063,99.937,0,0,696483840,65109934080,191041536,1239314432,0,0,0,0,478,852,0,1,0,102,177,0,3221221376,10,9,0,0,0
17-10 14:07:25,0.062,0.062,99.875,0,0,696483840,65109934080,191041536,1239314432,0,0,0,0,725,614,0,0,0,85,139,0,3221221376,10,9,0,0,0
17-10 14:07:26,0,0.125,99.875,0,0,696483840,65109934080,191041536,1239314432,0,0,0,0,252,738,0,0,0,131,170,0,3221221376,10,9,0,0,0
17-10 14:07:27,0,0.063,99.937,0,0,696483840,65109934080,191041536,1239314432,0,0,0,0,640,606,0,0,0,129,203,0,3221221376,10,9,0,0,0
17-10 14:07:28,0.062,0.062,99.875,0,0,696483840,65109934080,191041536,1239314432,0,0,0,0,1027,836,0,1,0,97,159,0,3221221376,10,9,0,0,0
17-10 14:07:29,0,0.062,99.875,0.062,0,696483840,65109934080,191041536,1239314432,0,24576,0,4,640,614,0,0,0,109,185,0,3221221376,10,9,0,0,0
17-10 14:07:30,0.062,0.062,99.875,0,0,696483840,65109934080,191041536,1239314432,0,0,0,0,306,622,0,0,0,82,146,0,3221221376,10,9,0,0,0
17-10 14:07:31,0,0.125,99.875,0,0,696479744,65109934080,191041536,1239318528,0,0,0,0,597,836,0,1,0,106,183,0,3221221376,10,9,0,0,0
17-10 14:07:32,0,0.125,99.875,0,0,696479744,65109934080,191041536,1239318528,0,16384,0,4,641,614,0,0,0,96,159,0,3221221376,10,9,0,0,0
17-10 14:07:33,0.062,0.125,99.813,0,0,696479744,65109934080,191041536,1239318528,0,0,0,0,930,688,0,0,0,109,175,0,3221221376,10,9,0,0,0
17-10 14:07:34,0,0.063,99.937,0,0,696479744,65109934080,191041536,1239318528,0,0,0,0,538,836,0,1,0,98,167,0,3221221376,10,9,0,0,0
17-10 14:07:35,0.062,0.062,99.875,0,0,696479744,65109934080,191041536,1239318528,0,73728,0,6,425,614,0,0,0,110,193,0,3221221376,10,9,0,0,0
17-10 14:07:36,0,0.063,99.937,0,0,696479744,65109934080,191041536,1239318528,0,0,0,0,126,622,0,0,0,81,169,0,3221221376,10,9,0,0,0
17-10 14:07:37,0,0.063,99.937,0,0,696479744,65109934080,191041536,1239318528,0,0,0,0,425,606,0,0,0,84,147,0,3221221376,10,9,0,0,0
